data,tMin,tMed,tMax,precipitacao,Produto,Vendas
2019-12-02,14.875,19.0,23.125,1,6,33
2019-12-02,14.875,19.0,23.125,1,7,16
2019-12-02,14.875,19.0,23.125,1,8,7
2019-12-09,15.125,19.25,23.0,0,1,161
2019-12-09,15.125,19.25,23.0,0,2,114
2019-12-09,15.125,19.25,23.0,0,3,34
2019-12-09,15.125,19.25,23.0,0,4,4
2019-12-09,15.125,19.25,23.0,0,5,9
2019-12-09,15.125,19.25,23.0,0,6,29
2019-12-09,15.125,19.25,23.0,0,7,5
2019-12-09,15.125,19.25,23.0,0,8,5
2019-12-16,17.75,22.125,26.375,0,1,188
2019-12-16,17.75,22.125,26.375,0,2,47
2019-12-16,17.75,22.125,26.375,0,3,32
2019-12-16,17.75,22.125,26.375,0,4,15
2019-12-16,17.75,22.125,26.375,0,5,15
2019-12-16,17.75,22.125,26.375,0,6,22
2019-12-16,17.75,22.125,26.375,0,7,15
2019-12-16,17.75,22.125,26.375,0,8,9
2019-12-23,18.75,22.25,25.5,1,1,41
2019-12-23,18.75,22.25,25.5,1,2,5
2019-12-23,18.75,22.25,25.5,1,3,15
2019-12-23,18.75,22.25,25.5,1,4,7
2019-12-23,18.75,22.25,25.5,1,5,7
2019-12-23,18.75,22.25,25.5,1,6,8
2019-12-23,18.75,22.25,25.5,1,7,0
2019-12-23,18.75,22.25,25.5,1,8,6
2019-12-30,17.625,22.375,27.375,0,1,23
2019-12-30,17.625,22.375,27.375,0,2,48
2019-12-30,17.625,22.375,27.375,0,3,12
2019-12-30,17.625,22.375,27.375,0,4,2
2019-12-30,17.625,22.375,27.375,0,5,2
2019-12-30,17.625,22.375,27.375,0,6,5
2019-12-30,17.625,22.375,27.375,0,7,6
2019-12-30,17.625,22.375,27.375,0,8,0
2020-01-06,18.0,22.5,27.125,8,1,108
2020-01-06,18.0,22.5,27.125,8,2,15
2020-01-06,18.0,22.5,27.125,8,3,9
2020-01-06,18.0,22.5,27.125,8,4,5
2020-01-06,18.0,22.5,27.125,8,5,8
2020-01-06,18.0,22.5,27.125,8,6,19
2020-01-06,18.0,22.5,27.125,8,7,0
2020-01-06,18.0,22.5,27.125,8,8,1
2020-01-13,19.5,23.75,27.75,1,1,100
2020-01-13,19.5,23.75,27.75,1,2,38
2020-01-13,19.5,23.75,27.75,1,3,38
2020-01-13,19.5,23.75,27.75,1,4,7
2020-01-13,19.5,23.75,27.75,1,5,0
2020-01-13,19.5,23.75,27.75,1,6,27
2020-01-13,19.5,23.75,27.75,1,7,0
2020-01-13,19.5,23.75,27.75,1,8,6
2020-01-20,18.25,21.5,25.0,0,1,113
2020-01-20,18.25,21.5,25.0,0,2,41
2020-01-20,18.25,21.5,25.0,0,3,35
2020-01-20,18.25,21.5,25.0,0,4,12
2020-01-20,18.25,21.5,25.0,0,5,9
2020-01-20,18.25,21.5,25.0,0,6,15
2020-01-20,18.25,21.5,25.0,0,7,5
2020-01-20,18.25,21.5,25.0,0,8,4
2020-01-27,15.625,20.375,25.125,0,1,85
2020-01-27,15.625,20.375,25.125,0,2,11
2020-01-27,15.625,20.375,25.125,0,3,16
2020-01-27,15.625,20.375,25.125,0,4,11
2020-01-27,15.625,20.375,25.125,0,5,7
2020-01-27,15.625,20.375,25.125,0,6,42
2020-01-27,15.625,20.375,25.125,0,7,27
2020-01-27,15.625,20.375,25.125,0,8,0
2020-02-03,18.375,23.25,28.0,53,1,155
2020-02-03,18.375,23.25,28.0,53,2,25
2020-02-03,18.375,23.25,28.0,53,3,10
2020-02-03,18.375,23.25,28.0,53,4,17
2020-02-03,18.375,23.25,28.0,53,5,11
2020-02-03,18.375,23.25,28.0,53,6,29
2020-02-03,18.375,23.25,28.0,53,7,0
2020-02-03,18.375,23.25,28.0,53,8,1
2020-02-10,18.625,21.875,25.125,22,1,105
2020-02-10,18.625,21.875,25.125,22,2,15
2020-02-10,18.625,21.875,25.125,22,3,23
2020-02-10,18.625,21.875,25.125,22,4,10
2020-02-10,18.625,21.875,25.125,22,5,13
2020-02-10,18.625,21.875,25.125,22,6,36
2020-02-10,18.625,21.875,25.125,22,7,10
2020-02-10,18.625,21.875,25.125,22,8,6
2020-02-17,16.875,20.875,24.875,0,1,125
2020-02-17,16.875,20.875,24.875,0,2,88
2020-02-17,16.875,20.875,24.875,0,3,8
2020-02-17,16.875,20.875,24.875,0,4,4
2020-02-17,16.875,20.875,24.875,0,5,5
2020-02-17,16.875,20.875,24.875,0,6,12
2020-02-17,16.875,20.875,24.875,0,7,9
2020-02-17,16.875,20.875,24.875,0,8,5
2020-02-24,18.5,21.875,25.5,0,1,93
2020-02-24,18.5,21.875,25.5,0,2,17
2020-02-24,18.5,21.875,25.5,0,3,19
2020-02-24,18.5,21.875,25.5,0,4,10
2020-02-24,18.5,21.875,25.5,0,5,9
2020-02-24,18.5,21.875,25.5,0,6,40
2020-02-24,18.5,21.875,25.5,0,7,6
2020-02-24,18.5,21.875,25.5,0,8,4
2020-03-02,16.5,19.5,22.375,0,1,166
2020-03-02,16.5,19.5,22.375,0,2,26
2020-03-02,16.5,19.5,22.375,0,3,30
2020-03-02,16.5,19.5,22.375,0,4,14
2020-03-02,16.5,19.5,22.375,0,5,14
2020-03-02,16.5,19.5,22.375,0,6,9
2020-03-02,16.5,19.5,22.375,0,7,15
2020-03-02,16.5,19.5,22.375,0,8,7
